ID,time,y5,censored,split,color,filter
NHP1,0,5.51918,0,All,#4682B4,0
NHP1,9,5.35412,0,All,#4682B4,0
NHP1,14,5.03292,0,All,#4682B4,0
NHP1,23,4.91761,0,All,#4682B4,0
NHP10,0,3.44591,0,All,#4682B4,0
NHP10,3,3.64156,0,All,#4682B4,0
NHP10,9,4.97008,0,All,#4682B4,0
NHP10,13,5.17693,0,All,#4682B4,0
NHP10,22,4.61944,0,All,#4682B4,0
NHP11,0,4.85297,0,All,#4682B4,0
NHP11,3,5.05391,0,All,#4682B4,0
NHP11,9,4.92601,0,All,#4682B4,0
NHP11,13,5.10061,0,All,#4682B4,0
NHP11,22,4.33695,0,All,#4682B4,0
NHP12,0,5.10908,0,All,#4682B4,0
NHP12,9,4.94121,0,All,#4682B4,0
NHP12,14,4.82708,0,All,#4682B4,0
NHP12,23,4.5855,0,All,#4682B4,0
NHP13,0,1.79,0,All,#4682B4,0
NHP13,3,1.54097,0,All,#4682B4,0
NHP13,9,3.93389,0,All,#4682B4,0
NHP13,13,5.04682,0,All,#4682B4,0
NHP13,22,4.62878,0,All,#4682B4,0
NHP14,0,5.97906,0,All,#4682B4,0
NHP14,9,5.69165,0,All,#4682B4,0
NHP14,14,4.84021,0,All,#4682B4,0
NHP14,23,5.3099,0,All,#4682B4,0
NHP15,0,2.57151,0,All,#4682B4,0
NHP15,3,2.7836,0,All,#4682B4,0
NHP15,9,4.9751,0,All,#4682B4,0
NHP15,13,4.8345,0,All,#4682B4,0
NHP15,22,4.89225,0,All,#4682B4,0
NHP16,0,4.69652,0,All,#4682B4,0
NHP16,9,4.96922,0,All,#4682B4,0
NHP16,14,4.27621,0,All,#4682B4,0
NHP16,23,4.60573,0,All,#4682B4,0
NHP17,0,1.38016,0,All,#4682B4,0
NHP17,3,2.0889,0,All,#4682B4,0
NHP17,9,4.4022,0,All,#4682B4,0
NHP17,13,4.70029,0,All,#4682B4,0
NHP17,22,4.49566,0,All,#4682B4,0
NHP18,0,3.30461,0,All,#4682B4,0
NHP18,3,3.06134,0,All,#4682B4,0
NHP18,9,5.56913,0,All,#4682B4,0
NHP18,13,4.60351,0,All,#4682B4,0
NHP18,22,5.53484,0,All,#4682B4,0
NHP19,0,2.08683,0,All,#4682B4,0
NHP19,9,3.11194,0,All,#4682B4,0
NHP19,23,4.1683,0,All,#4682B4,0
NHP2,0,1.41988,0,All,#4682B4,0
NHP2,9,2.98392,0,All,#4682B4,0
NHP2,14,4.18677,0,All,#4682B4,0
NHP2,23,4.00738,0,All,#4682B4,0
NHP20,0,4.8866,0,All,#4682B4,0
NHP20,3,4.53805,0,All,#4682B4,0
NHP20,9,4.65277,0,All,#4682B4,0
NHP20,13,5.00512,0,All,#4682B4,0
NHP20,22,4.26513,0,All,#4682B4,0
NHP21,0,5.41594,0,All,#4682B4,0
NHP21,3,4.85954,0,All,#4682B4,0
NHP21,9,4.83877,0,All,#4682B4,0
NHP21,13,5.10839,0,All,#4682B4,0
NHP21,22,4.83291,0,All,#4682B4,0
NHP22,0,5.44917,0,All,#4682B4,0
NHP22,3,5.1077,0,All,#4682B4,0
NHP22,9,5.31516,0,All,#4682B4,0
NHP22,13,4.40804,0,All,#4682B4,0
NHP22,22,5.50045,0,All,#4682B4,0
NHP23,0,5.30595,0,All,#4682B4,0
NHP23,9,5.41133,0,All,#4682B4,0
NHP23,14,5.28886,0,All,#4682B4,0
NHP23,23,5.32894,0,All,#4682B4,0
NHP24,0,3.42017,0,All,#4682B4,0
NHP24,3,3.56767,0,All,#4682B4,0
NHP24,9,5.40915,0,All,#4682B4,0
NHP24,13,5.03912,0,All,#4682B4,0
NHP24,22,5.37561,0,All,#4682B4,0
NHP25,0,3.59129,0,All,#4682B4,0
NHP25,3,3.8885,0,All,#4682B4,0
NHP25,9,5.02308,0,All,#4682B4,0
NHP25,13,5.27948,0,All,#4682B4,0
NHP25,22,4.9821,0,All,#4682B4,0
NHP26,0,2.73908,0,All,#4682B4,0
NHP26,3,3.10588,0,All,#4682B4,0
NHP26,9,5.72517,0,All,#4682B4,0
NHP26,13,4.49506,0,All,#4682B4,0
NHP26,22,5.44893,0,All,#4682B4,0
NHP27,0,5.15643,0,All,#4682B4,0
NHP27,9,5.27021,0,All,#4682B4,0
NHP27,14,4.61669,0,All,#4682B4,0
NHP27,23,4.79225,0,All,#4682B4,0
NHP28,0,3.44877,0,All,#4682B4,0
NHP28,3,3.31511,0,All,#4682B4,0
NHP28,9,4.23726,0,All,#4682B4,0
NHP28,13,4.73458,0,All,#4682B4,0
NHP28,22,5.02426,0,All,#4682B4,0
NHP29,0,5.54926,0,All,#4682B4,0
NHP29,9,5.36716,0,All,#4682B4,0
NHP29,14,4.82404,0,All,#4682B4,0
NHP29,23,5.28931,0,All,#4682B4,0
NHP3,0,1.89707,0,All,#4682B4,0
NHP3,3,1.6217,0,All,#4682B4,0
NHP3,9,3.88182,0,All,#4682B4,0
NHP3,13,4.33709,0,All,#4682B4,0
NHP3,22,4.28109,0,All,#4682B4,0
NHP30,0,4.83183,0,All,#4682B4,0
NHP30,9,4.85754,0,All,#4682B4,0
NHP30,14,4.62189,0,All,#4682B4,0
NHP30,23,4.93282,0,All,#4682B4,0
NHP31,0,3.65011,0,All,#4682B4,0
NHP31,3,3.4598,0,All,#4682B4,0
NHP31,9,5.14589,0,All,#4682B4,0
NHP31,13,5.171,0,All,#4682B4,0
NHP31,22,4.98301,0,All,#4682B4,0
NHP32,0,4.88993,0,All,#4682B4,0
NHP32,9,5.02252,0,All,#4682B4,0
NHP32,14,4.91904,0,All,#4682B4,0
NHP32,23,4.22801,0,All,#4682B4,0
NHP33,0,2.59927,0,All,#4682B4,0
NHP33,3,2.79698,0,All,#4682B4,0
NHP33,9,4.92822,0,All,#4682B4,0
NHP33,13,5.06446,0,All,#4682B4,0
NHP33,22,4.18536,0,All,#4682B4,0
NHP34,0,4.5885,0,All,#4682B4,0
NHP34,3,4.66231,0,All,#4682B4,0
NHP34,9,4.55505,0,All,#4682B4,0
NHP34,13,5.65601,0,All,#4682B4,0
NHP34,22,4.61614,0,All,#4682B4,0
NHP4,0,4.36679,0,All,#4682B4,0
NHP4,3,5.012,0,All,#4682B4,0
NHP4,9,4.83265,0,All,#4682B4,0
NHP4,13,5.48424,0,All,#4682B4,0
NHP4,22,4.45975,0,All,#4682B4,0
NHP5,0,2.65739,0,All,#4682B4,0
NHP5,3,2.15649,0,All,#4682B4,0
NHP5,9,4.72937,0,All,#4682B4,0
NHP5,13,4.96336,0,All,#4682B4,0
NHP5,22,4.81296,0,All,#4682B4,0
NHP6,0,2.13043,0,All,#4682B4,0
NHP6,3,2.05715,0,All,#4682B4,0
NHP6,9,5.39079,0,All,#4682B4,0
NHP6,13,4.68606,0,All,#4682B4,0
NHP6,22,5.15569,0,All,#4682B4,0
NHP7,0,5.53615,0,All,#4682B4,0
NHP7,9,5.09221,0,All,#4682B4,0
NHP7,14,4.94536,0,All,#4682B4,0
NHP7,23,5.06821,0,All,#4682B4,0
NHP8,0,5.58538,0,All,#4682B4,0
NHP8,9,5.51787,0,All,#4682B4,0
NHP8,14,5.10322,0,All,#4682B4,0
NHP8,23,5.49309,0,All,#4682B4,0
NHP9,0,4.224,0,All,#4682B4,0
NHP9,3,4.02235,0,All,#4682B4,0
NHP9,9,4.96966,0,All,#4682B4,0
NHP9,13,5.50277,0,All,#4682B4,0
NHP9,22,4.92891,0,All,#4682B4,0
