ID,time,y6,censored,split,color,filter
NHP1,0,2.05178,0,All,#4682B4,0
NHP1,9,1.82902,0,All,#4682B4,0
NHP1,14,1.68845,0,All,#4682B4,0
NHP1,23,1.53078,0,All,#4682B4,0
NHP10,0,0.0592651,0,All,#4682B4,0
NHP10,3,0.418791,0,All,#4682B4,0
NHP10,9,1.69725,0,All,#4682B4,0
NHP10,13,1.66238,0,All,#4682B4,0
NHP10,22,1.53467,0,All,#4682B4,0
NHP11,0,1.11785,0,All,#4682B4,0
NHP11,3,1.13679,0,All,#4682B4,0
NHP11,9,1.25687,0,All,#4682B4,0
NHP11,13,1.5759,0,All,#4682B4,0
NHP11,22,1.28189,0,All,#4682B4,0
NHP12,0,1.84319,0,All,#4682B4,0
NHP12,9,1.43215,0,All,#4682B4,0
NHP12,14,1.07283,0,All,#4682B4,0
NHP12,23,1.03551,0,All,#4682B4,0
NHP13,0,-0.518782,0,All,#4682B4,0
NHP13,3,-1,1,All,#4682B4,0
NHP13,9,1.21419,0,All,#4682B4,0
NHP13,13,1.47423,0,All,#4682B4,0
NHP13,22,1.98441,0,All,#4682B4,0
NHP14,0,2.34342,0,All,#4682B4,0
NHP14,9,2.00097,0,All,#4682B4,0
NHP14,14,1.90604,0,All,#4682B4,0
NHP14,23,1.49137,0,All,#4682B4,0
NHP15,0,-0.10681,0,All,#4682B4,0
NHP15,3,-0.467795,0,All,#4682B4,0
NHP15,9,1.59746,0,All,#4682B4,0
NHP15,13,1.25441,0,All,#4682B4,0
NHP15,22,1.5548,0,All,#4682B4,0
NHP16,0,1.03188,0,All,#4682B4,0
NHP16,9,1.13552,0,All,#4682B4,0
NHP16,14,1.10412,0,All,#4682B4,0
NHP16,23,0.882733,0,All,#4682B4,0
NHP17,0,-0.966146,1,All,#4682B4,0
NHP17,3,-1,1,All,#4682B4,0
NHP17,9,1.01434,0,All,#4682B4,0
NHP17,13,1.29745,0,All,#4682B4,0
NHP17,22,1.69736,0,All,#4682B4,0
NHP18,0,-0.11839,0,All,#4682B4,0
NHP18,3,-0.26111,0,All,#4682B4,0
NHP18,9,2.41858,0,All,#4682B4,0
NHP18,13,2.43768,0,All,#4682B4,0
NHP18,22,2.60666,0,All,#4682B4,0
NHP19,0,-0.127473,0,All,#4682B4,0
NHP19,9,0.599096,0,All,#4682B4,0
NHP19,23,1.57867,0,All,#4682B4,0
NHP2,0,-0.514753,0,All,#4682B4,0
NHP2,9,0.514474,0,All,#4682B4,0
NHP2,14,1.14334,0,All,#4682B4,0
NHP2,23,1.39435,0,All,#4682B4,0
NHP20,0,1.34189,0,All,#4682B4,0
NHP20,3,1.25641,0,All,#4682B4,0
NHP20,9,1.41557,0,All,#4682B4,0
NHP20,13,1.37682,0,All,#4682B4,0
NHP20,22,1.51878,0,All,#4682B4,0
NHP21,0,2.38966,0,All,#4682B4,0
NHP21,3,1.66335,0,All,#4682B4,0
NHP21,9,1.93537,0,All,#4682B4,0
NHP21,13,1.52987,0,All,#4682B4,0
NHP21,22,1.36537,0,All,#4682B4,0
NHP22,0,1.64039,0,All,#4682B4,0
NHP22,3,1.85071,0,All,#4682B4,0
NHP22,9,1.24769,0,All,#4682B4,0
NHP22,13,1.61294,0,All,#4682B4,0
NHP22,22,1.384,0,All,#4682B4,0
NHP23,0,2.76118,0,All,#4682B4,0
NHP23,9,2.43221,0,All,#4682B4,0
NHP23,14,3.07073,0,All,#4682B4,0
NHP23,23,2.07128,0,All,#4682B4,0
NHP24,0,0.36438,0,All,#4682B4,0
NHP24,3,0.368919,0,All,#4682B4,0
NHP24,9,2.16906,0,All,#4682B4,0
NHP24,13,2.04291,0,All,#4682B4,0
NHP24,22,1.69853,0,All,#4682B4,0
NHP25,0,-0.0739788,0,All,#4682B4,0
NHP25,3,0.0495902,0,All,#4682B4,0
NHP25,9,1.22673,0,All,#4682B4,0
NHP25,13,1.94903,0,All,#4682B4,0
NHP25,22,1.33395,0,All,#4682B4,0
NHP26,0,0.0367593,0,All,#4682B4,0
NHP26,3,-0.579042,0,All,#4682B4,0
NHP26,9,2.58962,0,All,#4682B4,0
NHP26,13,2.48598,0,All,#4682B4,0
NHP27,0,1.20668,0,All,#4682B4,0
NHP27,9,1.74418,0,All,#4682B4,0
NHP27,14,1.05783,0,All,#4682B4,0
NHP27,23,1.42829,0,All,#4682B4,0
NHP28,0,0.164731,0,All,#4682B4,0
NHP28,3,0.300011,0,All,#4682B4,0
NHP28,9,0.986212,0,All,#4682B4,0
NHP28,13,1.49646,0,All,#4682B4,0
NHP28,22,1.26391,0,All,#4682B4,0
NHP29,0,2.45472,0,All,#4682B4,0
NHP29,9,2.1641,0,All,#4682B4,0
NHP29,14,1.42098,0,All,#4682B4,0
NHP29,23,1.75523,0,All,#4682B4,0
NHP3,0,-0.778118,0,All,#4682B4,0
NHP3,3,0.105885,0,All,#4682B4,0
NHP3,9,0.822933,0,All,#4682B4,0
NHP3,13,0.893498,0,All,#4682B4,0
NHP3,22,1.17207,0,All,#4682B4,0
NHP30,0,1.03766,0,All,#4682B4,0
NHP30,9,1.24519,0,All,#4682B4,0
NHP30,14,0.713674,0,All,#4682B4,0
NHP30,23,1.20777,0,All,#4682B4,0
NHP31,0,0.550261,0,All,#4682B4,0
NHP31,3,0.179099,0,All,#4682B4,0
NHP31,9,1.77355,0,All,#4682B4,0
NHP31,13,1.48036,0,All,#4682B4,0
NHP31,22,1.26939,0,All,#4682B4,0
