ID,time,y2,censored,split,color,filter
NHP1,0,2.87448,1,All,#4682B4,0
NHP1,1,2.87448,1,All,#4682B4,0
NHP1,2,2.87448,1,All,#4682B4,0
NHP1,3,2.87448,1,All,#4682B4,0
NHP1,4,2.87448,1,All,#4682B4,0
NHP1,5,2.87448,1,All,#4682B4,0
NHP1,7,2.87448,1,All,#4682B4,0
NHP1,9,2.87448,1,All,#4682B4,0
NHP1,14,2.87448,1,All,#4682B4,0
NHP1,23,2.87448,1,All,#4682B4,0
NHP10,0,2.87448,1,All,#4682B4,0
NHP10,1,5.01667,0,All,#4682B4,0
NHP10,2,7.18589,0,All,#4682B4,0
NHP10,3,5.53634,0,All,#4682B4,0
NHP10,4,3.83233,0,All,#4682B4,0
NHP10,5,4.41022,0,All,#4682B4,0
NHP10,7,2.87448,1,All,#4682B4,0
NHP10,10,2.87448,1,All,#4682B4,0
NHP10,14,2.87448,1,All,#4682B4,0
NHP10,23,2.87448,1,All,#4682B4,0
NHP10,29,2.87448,1,All,#4682B4,0
NHP11,0,2.87448,1,All,#4682B4,0
NHP11,1,2.87448,1,All,#4682B4,0
NHP11,2,2.87448,1,All,#4682B4,0
NHP11,3,2.87448,1,All,#4682B4,0
NHP11,4,2.87448,1,All,#4682B4,0
NHP11,5,2.87448,1,All,#4682B4,0
NHP11,7,2.87448,1,All,#4682B4,0
NHP11,10,2.87448,1,All,#4682B4,0
NHP11,14,2.87448,1,All,#4682B4,0
NHP11,23,2.87448,1,All,#4682B4,0
NHP11,29,2.87448,1,All,#4682B4,0
NHP12,0,2.87448,1,All,#4682B4,0
NHP12,1,2.87448,1,All,#4682B4,0
NHP12,2,2.87448,1,All,#4682B4,0
NHP12,3,2.87448,1,All,#4682B4,0
NHP12,4,2.87448,1,All,#4682B4,0
NHP12,5,2.87448,1,All,#4682B4,0
NHP12,7,2.87448,1,All,#4682B4,0
NHP12,9,2.87448,1,All,#4682B4,0
NHP12,14,2.87448,1,All,#4682B4,0
NHP12,23,2.87448,1,All,#4682B4,0
NHP13,0,2.87448,1,All,#4682B4,0
NHP13,1,4.2414,0,All,#4682B4,0
NHP13,2,7.06629,0,All,#4682B4,0
NHP13,3,5.69188,0,All,#4682B4,0
NHP13,4,4.30665,0,All,#4682B4,0
NHP13,5,3.6361,0,All,#4682B4,0
NHP13,7,3.58375,0,All,#4682B4,0
NHP13,10,2.87448,1,All,#4682B4,0
NHP13,14,2.87448,1,All,#4682B4,0
NHP13,23,2.87448,1,All,#4682B4,0
NHP13,29,2.87448,1,All,#4682B4,0
NHP14,0,2.87448,1,All,#4682B4,0
NHP14,1,2.87448,1,All,#4682B4,0
NHP14,2,2.87448,1,All,#4682B4,0
NHP14,3,2.87448,1,All,#4682B4,0
NHP14,4,2.87448,1,All,#4682B4,0
NHP14,5,2.87448,1,All,#4682B4,0
NHP14,7,2.87448,1,All,#4682B4,0
NHP14,9,2.87448,1,All,#4682B4,0
NHP14,14,2.87448,1,All,#4682B4,0
NHP14,23,2.87448,1,All,#4682B4,0
NHP15,0,2.87448,1,All,#4682B4,0
NHP15,1,3.6981,0,All,#4682B4,0
NHP15,2,2.87448,1,All,#4682B4,0
NHP15,3,2.87448,1,All,#4682B4,0
NHP15,4,2.87448,1,All,#4682B4,0
NHP15,5,2.87448,1,All,#4682B4,0
NHP15,7,2.87448,1,All,#4682B4,0
NHP15,10,2.87448,1,All,#4682B4,0
NHP15,14,2.87448,1,All,#4682B4,0
NHP15,23,2.87448,1,All,#4682B4,0
NHP15,29,2.87448,1,All,#4682B4,0
NHP16,0,2.87448,1,All,#4682B4,0
NHP16,1,2.87448,1,All,#4682B4,0
NHP16,2,2.87448,1,All,#4682B4,0
NHP16,4,2.87448,1,All,#4682B4,0
NHP16,5,2.87448,1,All,#4682B4,0
NHP16,7,2.87448,1,All,#4682B4,0
NHP16,9,2.87448,1,All,#4682B4,0
NHP16,14,2.87448,1,All,#4682B4,0
NHP16,23,2.87448,1,All,#4682B4,0
NHP17,0,2.87448,1,All,#4682B4,0
NHP17,1,5.22552,0,All,#4682B4,0
NHP17,2,5.46276,0,All,#4682B4,0
NHP17,3,3.42776,0,All,#4682B4,0
NHP17,4,3.34471,0,All,#4682B4,0
NHP17,5,3.2873,0,All,#4682B4,0
NHP17,7,2.87448,1,All,#4682B4,0
NHP17,10,2.87448,1,All,#4682B4,0
NHP17,14,2.87448,1,All,#4682B4,0
NHP17,23,2.87448,1,All,#4682B4,0
NHP17,29,2.87448,1,All,#4682B4,0
NHP18,0,2.87448,1,All,#4682B4,0
NHP18,1,4.01399,0,All,#4682B4,0
NHP18,2,6.01444,0,All,#4682B4,0
NHP18,3,4.07509,0,All,#4682B4,0
NHP18,4,4.28514,0,All,#4682B4,0
NHP18,5,2.87448,1,All,#4682B4,0
NHP18,7,2.87448,1,All,#4682B4,0
